date_time,heart_zone_id,total_minutes
2023-10-01T16:00,FAT_BURN,1
2023-10-01T16:01,FAT_BURN,1
2023-10-01T17:46,FAT_BURN,1
2023-10-01T17:47,FAT_BURN,1
2023-10-01T17:48,FAT_BURN,1
2023-10-01T17:49,FAT_BURN,1
2023-10-01T17:50,FAT_BURN,1
2023-10-01T17:51,FAT_BURN,1
2023-10-01T20:28,FAT_BURN,1
2023-10-01T20:32,FAT_BURN,1
2023-10-01T20:53,FAT_BURN,1
2023-10-01T20:54,FAT_BURN,1
2023-10-01T20:56,FAT_BURN,1
2023-10-01T20:57,FAT_BURN,1
2023-10-01T20:58,FAT_BURN,1
2023-10-01T20:59,FAT_BURN,1
2023-10-01T21:00,FAT_BURN,1
2023-10-01T21:01,FAT_BURN,1
2023-10-01T21:02,FAT_BURN,1
2023-10-01T21:03,FAT_BURN,1
2023-10-01T21:05,FAT_BURN,1
2023-10-01T21:06,FAT_BURN,1
2023-10-01T21:07,FAT_BURN,1
2023-10-01T21:08,FAT_BURN,1
2023-10-01T21:09,FAT_BURN,1
2023-10-01T21:10,FAT_BURN,1
2023-10-01T21:11,FAT_BURN,1
2023-10-02T09:42,FAT_BURN,1
2023-10-02T09:43,FAT_BURN,1
2023-10-02T09:44,FAT_BURN,1
2023-10-02T09:45,FAT_BURN,1
2023-10-02T09:46,FAT_BURN,1
2023-10-02T09:47,FAT_BURN,1
2023-10-02T09:48,FAT_BURN,1
2023-10-02T09:49,FAT_BURN,1
2023-10-02T09:50,FAT_BURN,1
2023-10-02T09:51,FAT_BURN,1
2023-10-02T09:52,FAT_BURN,1
2023-10-02T09:53,FAT_BURN,1
2023-10-02T09:54,FAT_BURN,1
2023-10-02T09:55,FAT_BURN,1
2023-10-02T09:56,FAT_BURN,1
2023-10-02T09:57,FAT_BURN,1
2023-10-02T12:37,FAT_BURN,1
2023-10-02T12:38,FAT_BURN,1
2023-10-02T12:39,FAT_BURN,1
2023-10-02T12:40,FAT_BURN,1
2023-10-02T12:41,FAT_BURN,1
2023-10-02T12:57,FAT_BURN,1
2023-10-02T12:58,FAT_BURN,1
2023-10-02T12:59,FAT_BURN,1
2023-10-02T13:00,FAT_BURN,1
2023-10-02T13:01,FAT_BURN,1
2023-10-02T13:02,FAT_BURN,1
2023-10-03T09:17,FAT_BURN,1
2023-10-03T09:18,FAT_BURN,1
2023-10-03T09:32,FAT_BURN,1
2023-10-03T09:33,FAT_BURN,1
2023-10-03T16:08,FAT_BURN,1
2023-10-03T16:09,FAT_BURN,1
2023-10-03T16:10,FAT_BURN,1
2023-10-03T17:41,FAT_BURN,1
2023-10-03T18:13,FAT_BURN,1
2023-10-03T18:14,FAT_BURN,1
2023-10-03T18:15,FAT_BURN,1
2023-10-03T18:16,FAT_BURN,1
